b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_1035968',b'3' 
b'doubleTwelveTaskFragmentReceived:_328133',b'3' 
b'doubleTwelveTaskFragmentReceived:_440261',b'17' 
b'doubleTwelveTaskFragmentReceived:_1007217',b'7' 
b'doubleTwelveTaskFragmentReceived:_121799',b'3' 
b'doubleTwelveTaskFragmentReceived:_246288',b'2' 
b'doubleTwelveTaskFragmentReceived:_1088782',b'3' 
b'doubleTwelveTaskFragmentReceived:_355395',b'6' 
b'doubleTwelveTaskFragmentReceived:_262860',b'12' 
b'doubleTwelveTaskFragmentReceived:_604869',b'13' 
b'doubleTwelveTaskFragmentReceived:_716398',b'17' 
b'doubleTwelveTaskFragmentReceived:_184933',b'9' 
b'doubleTwelveTaskFragmentReceived:_865780',b'13' 
b'doubleTwelveTaskFragmentReceived:_431219',b'3' 
b'doubleTwelveTaskFragmentReceived:_1025545',b'3' 
b'doubleTwelveTaskFragmentReceived:_120666',b'3' 
b'doubleTwelveTaskFragmentReceived:_169215',b'3' 
b'doubleTwelveTaskFragmentReceived:_822412',b'5' 
b'doubleTwelveTaskFragmentReceived:_192164',b'3' 
b'doubleTwelveTaskFragmentReceived:_563196',b'6' 
b'doubleTwelveTaskFragmentReceived:_1001875',b'6' 
b'doubleTwelveTaskFragmentReceived:_130689',b'12' 
b'doubleTwelveTaskFragmentReceived:_929409',b'11' 
b'doubleTwelveTaskFragmentReceived:_1035759',b'3' 
b'doubleTwelveTaskFragmentReceived:_351900',b'17' 
b'doubleTwelveTaskFragmentReceived:_917338',b'3' 
b'doubleTwelveTaskFragmentReceived:_891136',b'2' 
b'doubleTwelveTaskFragmentReceived:_644973',b'6' 
b'doubleTwelveTaskFragmentReceived:_1030806',b'3' 
b'doubleTwelveTaskFragmentReceived:_60925',b'6' 
b'doubleTwelveTaskFragmentReceived:_318002',b'5' 
b'doubleTwelveTaskFragmentReceived:_703452',b'3' 
b'doubleTwelveTaskFragmentReceived:_732926',b'6' 
b'doubleTwelveTaskFragmentReceived:_859888',b'3' 
b'doubleTwelveTaskFragmentReceived:_492494',b'6' 
b'doubleTwelveTaskFragmentReceived:_953319',b'7' 
b'doubleTwelveTaskFragmentReceived:_684781',b'3' 
b'doubleTwelveTaskFragmentReceived:_1008674',b'2' 
b'doubleTwelveTaskFragmentReceived:_20772',b'3' 
b'doubleTwelveTaskFragmentReceived:_321126',b'6' 
b'doubleTwelveTaskFragmentReceived:_933729',b'3' 
b'doubleTwelveTaskFragmentReceived:_13135',b'14' 
b'doubleTwelveTaskFragmentReceived:_154462',b'10' 
b'doubleTwelveTaskFragmentReceived:_198938',b'15' 
b'doubleTwelveTaskFragmentReceived:_487788',b'6' 
b'doubleTwelveTaskFragmentReceived:_166259',b'9' 
b'doubleTwelveTaskFragmentReceived:_903590',b'5' 
b'doubleTwelveTaskFragmentReceived:_74692',b'3' 
b'doubleTwelveTaskFragmentReceived:_356582',b'3' 
b'doubleTwelveTaskFragmentReceived:_218042',b'8' 
b'doubleTwelveTaskFragmentReceived:_166297',b'6' 
b'doubleTwelveTaskFragmentReceived:_211626',b'15' 
b'doubleTwelveTaskFragmentReceived:_899525',b'7' 
b'doubleTwelveTaskFragmentReceived:_1040048',b'3' 
b'doubleTwelveTaskFragmentReceived:_289304',b'3' 
b'doubleTwelveTaskFragmentReceived:_921593',b'15' 
b'doubleTwelveTaskFragmentReceived:_915398',b'6' 
b'doubleTwelveTaskFragmentReceived:_33741',b'2' 
b'doubleTwelveTaskFragmentReceived:_999362',b'3' 
b'doubleTwelveTaskFragmentReceived:_617368',b'8' 
b'doubleTwelveTaskFragmentReceived:_670116',b'9' 
b'doubleTwelveTaskFragmentReceived:_1016615',b'6' 
b'doubleTwelveTaskFragmentReceived:_616269',b'5' 
b'doubleTwelveTaskFragmentReceived:_100216',b'3' 
b'doubleTwelveTaskFragmentReceived:_596745',b'3' 
b'doubleTwelveTaskFragmentReceived:_946994',b'14' 
b'doubleTwelveTaskFragmentReceived:_328555',b'17' 
b'doubleTwelveTaskFragmentReceived:_738941',b'9' 
b'doubleTwelveTaskFragmentReceived:_9407',b'2' 
b'doubleTwelveTaskFragmentReceived:_385564',b'8' 
b'doubleTwelveTaskFragmentReceived:_270132',b'12' 
b'doubleTwelveTaskFragmentReceived:_881047',b'2' 
b'doubleTwelveTaskFragmentReceived:_700425',b'4' 
b'doubleTwelveTaskFragmentReceived:_881289',b'14' 
b'doubleTwelveTaskFragmentReceived:_698230',b'3' 
b'doubleTwelveTaskFragmentReceived:_647248',b'12' 
b'doubleTwelveTaskFragmentReceived:_313270',b'6' 
b'doubleTwelveTaskFragmentReceived:_877127',b'17' 
b'doubleTwelveTaskFragmentReceived:_173006',b'3' 
b'doubleTwelveTaskFragmentReceived:_648713',b'15' 
b'doubleTwelveTaskFragmentReceived:_966368',b'1' 
b'doubleTwelveTaskFragmentReceived:_10205',b'3' 
b'doubleTwelveTaskFragmentReceived:_974148',b'5' 
b'doubleTwelveTaskFragmentReceived:_1034711',b'3' 
b'doubleTwelveTaskFragmentReceived:_130729',b'3' 
b'doubleTwelveTaskFragmentReceived:_225761',b'3' 
b'doubleTwelveTaskFragmentReceived:_252576',b'21' 
b'doubleTwelveTaskFragmentReceived:_796518',b'12' 
b'doubleTwelveTaskFragmentReceived:_324507',b'12' 
b'doubleTwelveTaskFragmentReceived:_158404',b'3' 
b'doubleTwelveTaskFragmentReceived:_703586',b'6' 
b'doubleTwelveTaskFragmentReceived:_402533',b'3' 
b'doubleTwelveTaskFragmentReceived:_725956',b'17' 
b'doubleTwelveTaskFragmentReceived:_694027',b'5' 
b'doubleTwelveTaskFragmentReceived:_970764',b'6' 
b'doubleTwelveTaskFragmentReceived:_1006793',b'3' 
b'doubleTwelveTaskFragmentReceived:_1007938',b'6' 
b'doubleTwelveTaskFragmentReceived:_889931',b'15' 
b'doubleTwelveTaskFragmentReceived:_885593',b'12' 
b'doubleTwelveTaskFragmentReceived:_556399',b'10' 
b'doubleTwelveTaskFragmentReceived:_817879',b'10' 
b'doubleTwelveTaskFragmentReceived:_891845',b'2' 
b'doubleTwelveTaskFragmentReceived:_161049',b'6' 
b'doubleTwelveTaskFragmentReceived:_991487',b'3' 
b'doubleTwelveTaskFragmentReceived:_492577',b'3' 
b'doubleTwelveTaskFragmentReceived:_99919',b'6' 
b'doubleTwelveTaskFragmentReceived:_820052',b'11' 
b'doubleTwelveTaskFragmentReceived:_1050276',b'3' 
b'doubleTwelveTaskFragmentReceived:_316828',b'4' 
b'doubleTwelveTaskFragmentReceived:_965341',b'6' 
b'doubleTwelveTaskFragmentReceived:_791778',b'15' 
b'doubleTwelveTaskFragmentReceived:_155825',b'6' 
b'doubleTwelveTaskFragmentReceived:_597929',b'8' 
b'doubleTwelveTaskFragmentReceived:_1061322',b'3' 
b'doubleTwelveTaskFragmentReceived:_1054514',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001518',b'3' 
b'doubleTwelveTaskFragmentReceived:_669134',b'8' 
b'doubleTwelveTaskFragmentReceived:_863021',b'3' 
b'doubleTwelveTaskFragmentReceived:_642110',b'6' 
b'doubleTwelveTaskFragmentReceived:_781839',b'15' 
b'doubleTwelveTaskFragmentReceived:_1032193',b'6' 
b'doubleTwelveTaskFragmentReceived:_221205',b'5' 
b'doubleTwelveTaskFragmentReceived:_437422',b'6' 
b'doubleTwelveTaskFragmentReceived:_324728',b'6' 
b'doubleTwelveTaskFragmentReceived:_657979',b'6' 
b'doubleTwelveTaskFragmentReceived:_181404',b'6' 
b'doubleTwelveTaskFragmentReceived:_942738',b'2' 
b'doubleTwelveTaskFragmentReceived:_1007048',b'11' 
b'doubleTwelveTaskFragmentReceived:_492115',b'15' 
b'doubleTwelveTaskFragmentReceived:_938002',b'5' 
b'doubleTwelveTaskFragmentReceived:_120637',b'7' 
b'doubleTwelveTaskFragmentReceived:_706378',b'12' 
b'doubleTwelveTaskFragmentReceived:_774705',b'2' 
b'doubleTwelveTaskFragmentReceived:_322138',b'10' 
b'doubleTwelveTaskFragmentReceived:_641890',b'2' 
b'doubleTwelveTaskFragmentReceived:_959420',b'6' 
b'doubleTwelveTaskFragmentReceived:_768416',b'15' 
b'doubleTwelveTaskFragmentReceived:_41702',b'9' 
b'doubleTwelveTaskFragmentReceived:_596095',b'3' 
b'doubleTwelveTaskFragmentReceived:_181118',b'14' 
b'doubleTwelveTaskFragmentReceived:_529480',b'12' 
b'doubleTwelveTaskFragmentReceived:_723641',b'3' 
b'doubleTwelveTaskFragmentReceived:_850190',b'15' 
b'doubleTwelveTaskFragmentReceived:_28235',b'4' 
b'doubleTwelveTaskFragmentReceived:_677854',b'15' 
b'doubleTwelveTaskFragmentReceived:_944874',b'6' 
b'doubleTwelveTaskFragmentReceived:_1011300',b'3' 
b'doubleTwelveTaskFragmentReceived:_865047',b'18' 
b'doubleTwelveTaskFragmentReceived:_1063913',b'3' 
b'doubleTwelveTaskFragmentReceived:_253097',b'8' 
b'doubleTwelveTaskFragmentReceived:_217736',b'15' 
b'doubleTwelveTaskFragmentReceived:_1012482',b'3' 
b'doubleTwelveTaskFragmentReceived:_438998',b'2' 
b'doubleTwelveTaskFragmentReceived:_843969',b'11' 
b'doubleTwelveTaskFragmentReceived:_240366',b'3' 
b'doubleTwelveTaskFragmentReceived:_783901',b'6' 
b'doubleTwelveTaskFragmentReceived:_986102',b'5' 
b'doubleTwelveTaskFragmentReceived:_1047342',b'9' 
b'doubleTwelveTaskFragmentReceived:_583338',b'9' 
b'doubleTwelveTaskFragmentReceived:_10663',b'15' 
b'doubleTwelveTaskFragmentReceived:_321894',b'4' 
b'doubleTwelveTaskFragmentReceived:_424218',b'8' 
b'doubleTwelveTaskFragmentReceived:_1025543',b'11' 
b'doubleTwelveTaskFragmentReceived:_766154',b'18' 
b'doubleTwelveTaskFragmentReceived:_258126',b'17' 
b'doubleTwelveTaskFragmentReceived:_1068340',b'3' 
b'doubleTwelveTaskFragmentReceived:_997507',b'3' 
b'doubleTwelveTaskFragmentReceived:_962318',b'8' 
b'doubleTwelveTaskFragmentReceived:_1041390',b'6' 
b'doubleTwelveTaskFragmentReceived:_994167',b'3' 
b'doubleTwelveTaskFragmentReceived:_572790',b'7' 
b'doubleTwelveTaskFragmentReceived:_1038824',b'5' 
b'doubleTwelveTaskFragmentReceived:_600432',b'2' 
b'doubleTwelveTaskFragmentReceived:_1027084',b'6' 
b'doubleTwelveTaskFragmentReceived:_543433',b'8' 
b'doubleTwelveTaskFragmentReceived:_1025304',b'3' 
b'doubleTwelveTaskFragmentReceived:_727291',b'3' 
b'doubleTwelveTaskFragmentReceived:_1010814',b'4' 
b'doubleTwelveTaskFragmentReceived:_144513',b'6' 
b'doubleTwelveTaskFragmentReceived:_943043',b'3' 
b'doubleTwelveTaskFragmentReceived:_142389',b'4' 
b'doubleTwelveTaskFragmentReceived:_578867',b'3' 
b'doubleTwelveTaskFragmentReceived:_483560',b'6' 
b'doubleTwelveTaskFragmentReceived:_229588',b'6' 
b'doubleTwelveTaskFragmentReceived:_653685',b'3' 
b'doubleTwelveTaskFragmentReceived:_135967',b'5' 
b'doubleTwelveTaskFragmentReceived:_143684',b'5' 
b'doubleTwelveTaskFragmentReceived:_537059',b'6' 
b'doubleTwelveTaskFragmentReceived:_869612',b'3' 
b'doubleTwelveTaskFragmentReceived:_244171',b'12' 
b'doubleTwelveTaskFragmentReceived:_54686',b'3' 
b'doubleTwelveTaskFragmentReceived:_1050517',b'8' 
b'doubleTwelveTaskFragmentReceived:_826347',b'6' 
b'doubleTwelveTaskFragmentReceived:_741151',b'13' 
b'doubleTwelveTaskFragmentReceived:_4542',b'11' 
b'doubleTwelveTaskFragmentReceived:_610385',b'4' 
b'doubleTwelveTaskFragmentReceived:_265801',b'3' 
b'doubleTwelveTaskFragmentReceived:_125895',b'11' 
b'doubleTwelveTaskFragmentReceived:_179333',b'6' 
b'doubleTwelveTaskFragmentReceived:_848091',b'12' 
b'doubleTwelveTaskFragmentReceived:_917245',b'6' 
b'doubleTwelveTaskFragmentReceived:_865117',b'18' 
b'doubleTwelveTaskFragmentReceived:_460952',b'15' 
b'doubleTwelveTaskFragmentReceived:_838634',b'6' 
b'doubleTwelveTaskFragmentReceived:_1025641',b'3' 
b'doubleTwelveTaskFragmentReceived:_541669',b'9' 
b'doubleTwelveTaskFragmentReceived:_535714',b'2' 
b'doubleTwelveTaskFragmentReceived:_761498',b'3' 
b'doubleTwelveTaskFragmentReceived:_616073',b'9' 
b'doubleTwelveTaskFragmentReceived:_683167',b'7' 
b'doubleTwelveTaskFragmentReceived:_839000',b'17' 
b'doubleTwelveTaskFragmentReceived:_426486',b'3' 
b'doubleTwelveTaskFragmentReceived:_178607',b'11' 
b'doubleTwelveTaskFragmentReceived:_604715',b'3' 
b'doubleTwelveTaskFragmentReceived:_144502',b'6' 
b'doubleTwelveTaskFragmentReceived:_970487',b'3' 
b'doubleTwelveTaskFragmentReceived:_1046999',b'3' 
b'doubleTwelveTaskFragmentReceived:_543226',b'2' 
b'doubleTwelveTaskFragmentReceived:_732989',b'2' 
b'doubleTwelveTaskFragmentReceived:_1002159',b'3' 
b'doubleTwelveTaskFragmentReceived:_650124',b'15' 
b'doubleTwelveTaskFragmentReceived:_167040',b'4' 
b'doubleTwelveTaskFragmentReceived:_477499',b'8' 
b'doubleTwelveTaskFragmentReceived:_306237',b'9' 
b'doubleTwelveTaskFragmentReceived:_27959',b'10' 
b'doubleTwelveTaskFragmentReceived:_1073254',b'6' 
b'doubleTwelveTaskFragmentReceived:_1064140',b'2' 
b'doubleTwelveTaskFragmentReceived:_827399',b'3' 
b'doubleTwelveTaskFragmentReceived:_947041',b'15' 
b'doubleTwelveTaskFragmentReceived:_508147',b'6' 
b'doubleTwelveTaskFragmentReceived:_22332',b'12' 
b'doubleTwelveTaskFragmentReceived:_886768',b'15' 
b'doubleTwelveTaskFragmentReceived:_869679',b'17' 
b'doubleTwelveTaskFragmentReceived:_1040417',b'3' 
b'doubleTwelveTaskFragmentReceived:_867501',b'14' 
b'doubleTwelveTaskFragmentReceived:_997869',b'3' 
b'doubleTwelveTaskFragmentReceived:_15400',b'9' 
b'doubleTwelveTaskFragmentReceived:_406294',b'6' 
b'doubleTwelveTaskFragmentReceived:_862362',b'6' 
b'doubleTwelveTaskFragmentReceived:_846114',b'14' 
b'doubleTwelveTaskFragmentReceived:_765763',b'9' 
b'doubleTwelveTaskFragmentReceived:_327292',b'9' 
b'doubleTwelveTaskFragmentReceived:_187956',b'12' 
b'doubleTwelveTaskFragmentReceived:_985756',b'3' 
b'doubleTwelveTaskFragmentReceived:_666527',b'2' 
b'doubleTwelveTaskFragmentReceived:_847932',b'9' 
b'doubleTwelveTaskFragmentReceived:_185663',b'6' 
b'doubleTwelveTaskFragmentReceived:_805783',b'6' 
b'doubleTwelveTaskFragmentReceived:_331366',b'9' 
b'doubleTwelveTaskFragmentReceived:_291933',b'9' 
b'doubleTwelveTaskFragmentReceived:_134371',b'9' 
b'doubleTwelveTaskFragmentReceived:_1082044',b'3' 
b'doubleTwelveTaskFragmentReceived:_965543',b'3' 
b'doubleTwelveTaskFragmentReceived:_218811',b'8' 
b'doubleTwelveTaskFragmentReceived:_473154',b'15' 
b'doubleTwelveTaskFragmentReceived:_597780',b'2' 
b'doubleTwelveTaskFragmentReceived:_544670',b'6' 
b'doubleTwelveTaskFragmentReceived:_42519',b'12' 
b'doubleTwelveTaskFragmentReceived:_972875',b'15' 
b'doubleTwelveTaskFragmentReceived:_268960',b'13' 
b'doubleTwelveTaskFragmentReceived:_1024641',b'14' 
b'doubleTwelveTaskFragmentReceived:_39551',b'8' 
b'doubleTwelveTaskFragmentReceived:_762415',b'11' 
b'doubleTwelveTaskFragmentReceived:_403251',b'3' 
b'doubleTwelveTaskFragmentReceived:_985694',b'3' 
b'doubleTwelveTaskFragmentReceived:_894182',b'10' 
b'doubleTwelveTaskFragmentReceived:_898266',b'12' 
b'doubleTwelveTaskFragmentReceived:_1032887',b'4' 
b'doubleTwelveTaskFragmentReceived:_766562',b'5' 
b'doubleTwelveTaskFragmentReceived:_1034116',b'6' 
b'doubleTwelveTaskFragmentReceived:_759098',b'3' 
b'doubleTwelveTaskFragmentReceived:_548906',b'8' 
b'doubleTwelveTaskFragmentReceived:_339836',b'8' 
b'doubleTwelveTaskFragmentReceived:_198480',b'9' 
b'doubleTwelveTaskFragmentReceived:_35008',b'6' 
b'doubleTwelveTaskFragmentReceived:_909677',b'13' 
b'doubleTwelveTaskFragmentReceived:_512637',b'17' 
b'doubleTwelveTaskFragmentReceived:_510324',b'6' 
b'doubleTwelveTaskFragmentReceived:_910039',b'2' 
b'doubleTwelveTaskFragmentReceived:_952954',b'8' 
b'doubleTwelveTaskFragmentReceived:_943571',b'3' 
b'doubleTwelveTaskFragmentReceived:_1057131',b'3' 
b'doubleTwelveTaskFragmentReceived:_218498',b'15' 
b'doubleTwelveTaskFragmentReceived:_587739',b'5' 
b'doubleTwelveTaskFragmentReceived:_704166',b'6' 
b'doubleTwelveTaskFragmentReceived:_926031',b'15' 
b'doubleTwelveTaskFragmentReceived:_769055',b'6' 
b'doubleTwelveTaskFragmentReceived:_498585',b'6' 
b'doubleTwelveTaskFragmentReceived:_236203',b'15' 
b'doubleTwelveTaskFragmentReceived:_835368',b'4' 
b'doubleTwelveTaskFragmentReceived:_465721',b'3' 
b'doubleTwelveTaskFragmentReceived:_782347',b'3' 
b'doubleTwelveTaskFragmentReceived:_986292',b'6' 
b'doubleTwelveTaskFragmentReceived:_861448',b'8' 
b'doubleTwelveTaskFragmentReceived:_27380',b'7' 
b'doubleTwelveTaskFragmentReceived:_959416',b'10' 
b'doubleTwelveTaskFragmentReceived:_385701',b'13' 
b'doubleTwelveTaskFragmentReceived:_974247',b'3' 
b'doubleTwelveTaskFragmentReceived:_761105',b'11' 
b'doubleTwelveTaskFragmentReceived:_836548',b'6' 
b'doubleTwelveTaskFragmentReceived:_800367',b'3' 
b'doubleTwelveTaskFragmentReceived:_422320',b'3' 
b'doubleTwelveTaskFragmentReceived:_266545',b'6' 
b'doubleTwelveTaskFragmentReceived:_1033350',b'3' 
b'doubleTwelveTaskFragmentReceived:_249177',b'12' 
b'doubleTwelveTaskFragmentReceived:_926186',b'9' 
b'doubleTwelveTaskFragmentReceived:_109369',b'4' 
b'doubleTwelveTaskFragmentReceived:_381235',b'13' 
b'doubleTwelveTaskFragmentReceived:_889991',b'16' 
b'doubleTwelveTaskFragmentReceived:_279722',b'5' 
b'doubleTwelveTaskFragmentReceived:_693187',b'3' 
b'doubleTwelveTaskFragmentReceived:_719471',b'11' 
b'doubleTwelveTaskFragmentReceived:_482759',b'6' 
b'doubleTwelveTaskFragmentReceived:_550305',b'9' 
b'doubleTwelveTaskFragmentReceived:_699900',b'5' 
b'doubleTwelveTaskFragmentReceived:_850250',b'4' 
b'doubleTwelveTaskFragmentReceived:_1062327',b'6' 
b'doubleTwelveTaskFragmentReceived:_665328',b'11' 
b'doubleTwelveTaskFragmentReceived:_1054563',b'4' 
b'doubleTwelveTaskFragmentReceived:_426119',b'12' 
b'doubleTwelveTaskFragmentReceived:_1081650',b'3' 
b'doubleTwelveTaskFragmentReceived:_503076',b'15' 
b'doubleTwelveTaskFragmentReceived:_253245',b'10' 
b'doubleTwelveTaskFragmentReceived:_1083836',b'3' 
b'doubleTwelveTaskFragmentReceived:_616162',b'9' 
b'doubleTwelveTaskFragmentReceived:_8342',b'13' 
b'doubleTwelveTaskFragmentReceived:_491808',b'3' 
b'doubleTwelveTaskFragmentReceived:_693155',b'6' 
b'doubleTwelveTaskFragmentReceived:_701714',b'15' 
b'doubleTwelveTaskFragmentReceived:_691899',b'3' 
b'doubleTwelveTaskFragmentReceived:_927903',b'6' 
b'doubleTwelveTaskFragmentReceived:_1010046',b'6' 
b'doubleTwelveTaskFragmentReceived:_141910',b'5' 
b'doubleTwelveTaskFragmentReceived:_786967',b'3' 
b'doubleTwelveTaskFragmentReceived:_189438',b'4' 
b'doubleTwelveTaskFragmentReceived:_1007836',b'3' 
b'doubleTwelveTaskFragmentReceived:_599766',b'17' 
b'doubleTwelveTaskFragmentReceived:_994942',b'6' 
b'doubleTwelveTaskFragmentReceived:_916031',b'13' 
b'doubleTwelveTaskFragmentReceived:_1068150',b'3' 
b'doubleTwelveTaskFragmentReceived:_84111',b'3' 
b'doubleTwelveTaskFragmentReceived:_985680',b'18' 
b'doubleTwelveTaskFragmentReceived:_682057',b'11' 
b'doubleTwelveTaskFragmentReceived:_763424',b'6' 
b'doubleTwelveTaskFragmentReceived:_187812',b'4' 
b'doubleTwelveTaskFragmentReceived:_162816',b'3' 
b'doubleTwelveTaskFragmentReceived:_954968',b'11' 
b'doubleTwelveTaskFragmentReceived:_342333',b'5' 
b'doubleTwelveTaskFragmentReceived:_187890',b'5' 
b'doubleTwelveTaskFragmentReceived:_694275',b'17' 
b'doubleTwelveTaskFragmentReceived:_997265',b'9' 
b'doubleTwelveTaskFragmentReceived:_558038',b'9' 
b'doubleTwelveTaskFragmentReceived:_790148',b'2' 
b'doubleTwelveTaskFragmentReceived:_724856',b'9' 
b'doubleTwelveTaskFragmentReceived:_524823',b'2' 
b'doubleTwelveTaskFragmentReceived:_995790',b'6' 
b'doubleTwelveTaskFragmentReceived:_459652',b'10' 
b'doubleTwelveTaskFragmentReceived:_449925',b'17' 
b'doubleTwelveTaskFragmentReceived:_823017',b'14' 
b'doubleTwelveTaskFragmentReceived:_626263',b'5' 
b'doubleTwelveTaskFragmentReceived:_150934',b'6' 
b'doubleTwelveTaskFragmentReceived:_421939',b'5' 
b'doubleTwelveTaskFragmentReceived:_941938',b'3' 
b'doubleTwelveTaskFragmentReceived:_203969',b'6' 
b'doubleTwelveTaskFragmentReceived:_423682',b'6' 
b'doubleTwelveTaskFragmentReceived:_185794',b'5' 
b'doubleTwelveTaskFragmentReceived:_891445',b'2' 
b'doubleTwelveTaskFragmentReceived:_890299',b'3' 
b'doubleTwelveTaskFragmentReceived:_1015652',b'5' 
b'doubleTwelveTaskFragmentReceived:_280922',b'8' 
b'doubleTwelveTaskFragmentReceived:_976199',b'8' 
b'doubleTwelveTaskFragmentReceived:_726098',b'11' 
b'doubleTwelveTaskFragmentReceived:_264279',b'3' 
b'doubleTwelveTaskFragmentReceived:_331',b'15' 
b'doubleTwelveTaskFragmentReceived:_421659',b'9' 
b'doubleTwelveTaskFragmentReceived:_651795',b'5' 
b'doubleTwelveTaskFragmentReceived:_556203',b'3' 
b'doubleTwelveTaskFragmentReceived:_716155',b'15' 
b'doubleTwelveTaskFragmentReceived:_270714',b'11' 
b'doubleTwelveTaskFragmentReceived:_439457',b'12' 
b'doubleTwelveTaskFragmentReceived:_549186',b'3' 
b'doubleTwelveTaskFragmentReceived:_292146',b'5' 
b'doubleTwelveTaskFragmentReceived:_682466',b'10' 
b'doubleTwelveTaskFragmentReceived:_668835',b'6' 
b'doubleTwelveTaskFragmentReceived:_839030',b'18' 
b'doubleTwelveTaskFragmentReceived:_932495',b'6' 
b'doubleTwelveTaskFragmentReceived:_860118',b'3' 
b'doubleTwelveTaskFragmentReceived:_585631',b'15' 
b'doubleTwelveTaskFragmentReceived:_1060487',b'3' 
b'doubleTwelveTaskFragmentReceived:_871113',b'3' 
b'doubleTwelveTaskFragmentReceived:_434470',b'7' 
b'doubleTwelveTaskFragmentReceived:_978264',b'6' 
b'doubleTwelveTaskFragmentReceived:_1011951',b'5' 
b'doubleTwelveTaskFragmentReceived:_157693',b'12' 
b'doubleTwelveTaskFragmentReceived:_1075947',b'3' 
b'doubleTwelveTaskFragmentReceived:_464480',b'5' 
b'doubleTwelveTaskFragmentReceived:_734485',b'3' 
b'doubleTwelveTaskFragmentReceived:_582672',b'10' 
b'doubleTwelveTaskFragmentReceived:_93716',b'13' 
b'doubleTwelveTaskFragmentReceived:_1076996',b'6' 
b'doubleTwelveTaskFragmentReceived:_752933',b'5' 
b'doubleTwelveTaskFragmentReceived:_890355',b'17' 
b'doubleTwelveTaskFragmentReceived:_102127',b'6' 
b'doubleTwelveTaskFragmentReceived:_222796',b'6' 
b'doubleTwelveTaskFragmentReceived:_215324',b'8' 
b'doubleTwelveTaskFragmentReceived:_652858',b'15' 
b'doubleTwelveTaskFragmentReceived:_443231',b'6' 
b'doubleTwelveTaskFragmentReceived:_929266',b'15' 
b'doubleTwelveTaskFragmentReceived:_856225',b'7' 
b'doubleTwelveTaskFragmentReceived:_533417',b'6' 
b'doubleTwelveTaskFragmentReceived:_605095',b'5' 
b'doubleTwelveTaskFragmentReceived:_864363',b'6' 
b'doubleTwelveTaskFragmentReceived:_526963',b'3' 
b'doubleTwelveTaskFragmentReceived:_816514',b'12' 
b'doubleTwelveTaskFragmentReceived:_532699',b'3' 
b'doubleTwelveTaskFragmentReceived:_1020032',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001181',b'9' 
b'doubleTwelveTaskFragmentReceived:_191202',b'3' 
b'doubleTwelveTaskFragmentReceived:_936372',b'2' 
b'doubleTwelveTaskFragmentReceived:_1010957',b'3' 
b'doubleTwelveTaskFragmentReceived:_995014',b'6' 
b'doubleTwelveTaskFragmentReceived:_839773',b'6' 
b'doubleTwelveTaskFragmentReceived:_786854',b'9' 
b'doubleTwelveTaskFragmentReceived:_1060790',b'3' 
b'doubleTwelveTaskFragmentReceived:_1045493',b'3' 
b'doubleTwelveTaskFragmentReceived:_120697',b'8' 
b'doubleTwelveTaskFragmentReceived:_929257',b'3' 
b'doubleTwelveTaskFragmentReceived:_757214',b'9' 
b'doubleTwelveTaskFragmentReceived:_883529',b'3' 
b'doubleTwelveTaskFragmentReceived:_611203',b'6' 
b'doubleTwelveTaskFragmentReceived:_704580',b'6' 
b'doubleTwelveTaskFragmentReceived:_710428',b'6' 
b'doubleTwelveTaskFragmentReceived:_252353',b'3' 
b'doubleTwelveTaskFragmentReceived:_1046310',b'3' 
b'doubleTwelveTaskFragmentReceived:_684983',b'12' 
b'doubleTwelveTaskFragmentReceived:_1037365',b'9' 
b'doubleTwelveTaskFragmentReceived:_743668',b'6' 
b'doubleTwelveTaskFragmentReceived:_1033299',b'3' 
b'doubleTwelveTaskFragmentReceived:_886855',b'9' 
b'doubleTwelveTaskFragmentReceived:_13675',b'12' 
b'doubleTwelveTaskFragmentReceived:_899372',b'3' 
b'doubleTwelveTaskFragmentReceived:_901038',b'3' 
b'doubleTwelveTaskFragmentReceived:_1002305',b'8' 
b'doubleTwelveTaskFragmentReceived:_878600',b'3' 
b'doubleTwelveTaskFragmentReceived:_902212',b'2' 
b'doubleTwelveTaskFragmentReceived:_1039789',b'2' 
b'doubleTwelveTaskFragmentReceived:_763800',b'6' 
b'doubleTwelveTaskFragmentReceived:_873098',b'6' 
b'doubleTwelveTaskFragmentReceived:_12087',b'9' 
b'doubleTwelveTaskFragmentReceived:_998792',b'3' 
b'doubleTwelveTaskFragmentReceived:_592249',b'5' 
b'doubleTwelveTaskFragmentReceived:_1019391',b'3' 
b'doubleTwelveTaskFragmentReceived:_786768',b'12' 
b'doubleTwelveTaskFragmentReceived:_505628',b'3' 
b'doubleTwelveTaskFragmentReceived:_96225',b'17' 
b'doubleTwelveTaskFragmentReceived:_118434',b'3' 
b'doubleTwelveTaskFragmentReceived:_826581',b'11' 
b'doubleTwelveTaskFragmentReceived:_595032',b'6' 
b'doubleTwelveTaskFragmentReceived:_891509',b'10' 
b'doubleTwelveTaskFragmentReceived:_694007',b'15' 
b'doubleTwelveTaskFragmentReceived:_1087093',b'6' 
b'doubleTwelveTaskFragmentReceived:_992569',b'3' 
b'doubleTwelveTaskFragmentReceived:_239098',b'9' 
